pmProductID,voice.includedVoiceCall.value,voice.includedVideoOrValueAddedCall.value,smsText.includedText.value,smsText.includedTextSeparateSetting.textRange,includedData.value,additionalDataUsage.includedDataForSharingAndTethering.value,additionalDataUsage.includedMVoIP.value,dataQoS.appliedSpeed.value,seniorDataExceedLimit.availableToApply.value,generalDataExceedLimit.availableToApply.value,monthlyPrice.monthlyPrice.value,monthlyPrice.monthlyPriceWithoutVAT.value,monthlyPrice.monthlyPriceWithSelectableInstallment.value,monthlyPrice.billingMethod.value,optionData.dataOptionProvidingMethod,deductibleInfo.deductibilityForDisability.value,benefitOfData.dataOptionRefill.dataRefillAmount.value,benefitOfData.dataOptionRefill.dataRefillCouponGiftingAvailability.value,benefitOfData.dataOptionGift.maximumShareAmount.value,benefitOfData.dataOptionGiftReceiving.dataGiftReceivingAvailability.value,managementInfo.productId.value,managementInfo.statusOfOperation.value,managementInfo.classifiedGroup.value,managementInfo.productName.value,managementInfo.productNameInEnglish.value,managementInfo.lineup.value,managementInfo.marketingKeyword.valueList,managementInfo.generation.valueList,managementInfo.mappedProductCode.productCode.valueList,managementInfo.productDescription.value,managementInfo.productSubscriptionCondition.value,salesInfo.netPrice.value,topupInfo.reChargeAvailability.availability.value,customerInfo.onboardingCustomer.ageRule,otherOnboardInfo.directPlanOnboard.value,otherOnboardInfo.fixedPlanContractConcurrentSignupRestriction.value,otherOnboardInfo.tsupportFundOnboard.value,productRelation.signupPreTermination.productInformation.productList,productRelation.signupPreTermination.productInformation.groupList,productRelation.signupConcurrentTermination.productInformation.productList,productRelation.signupConcurrentTermination.productInformation.groupList,productRelation.terminationPreTermination.productInformation.productList,productRelation.terminationPreTermination.productInformation.groupList,productRelation.terminationConcurrentTermination.productInformation.productList,productRelation.terminationConcurrentTermination.productInformation.groupList,commonRule.planChangeCondition.dailyPlanChangeLimit.value,commonRule.planChangeCondition.monthlyPlanChangeLimit.value,productBenefitConditions.optionalOfferBenefits.optionalOfferBenefitDetailList,productBenefitConditions.optionalOfferBenefits.mutuallyExclusiveBenefits,optionData.optionDataName.value,optionData.selectionMethod.value,optionData.totalNumOfOptions.value,optionData.minNumOfOptionSelectable.value,optionData.maxNumOfOptionSelectable.value,deductibleInfo.additionalOfferForDisabilities.value,productBenefitConditions.optionalOfferBenefits.selectableBenefitCount.value,productBenefitConditions.optionalOfferBenefits.selectableBenefitCountPeriodFrom.value,productBenefitConditions.optionalOfferBenefits.selectableBenefitCountPeriodTo.value,productBenefitConditions.optionalOfferBenefits.isAutoEnrollmentBenefitOnSignup.value,customerInfo.onboardingCustomer.customerTypeRule.eligibility,customerInfo.onboardingCustomer.customerTypeRule.valueList,otherOnboardInfo.duplicateNameOnboard.productGroup.productInformation.groupList,productBenefitConditions.optionalOfferBenefits.autoSelectedBenefit.productInformation.productList,topupInfo.chargeAmount.minimumChargeAmount.value,topupInfo.chargeAmount.maximumChargeAmount.value,otherOnboardInfo.specialCustomerOnboard.isSoldier.value,otherOnboardInfo.duplicateNameOnboard.productGroup.eligibility,customerInfo.onboardingCustomer.individualCustomerSubtypeRule.eligibility,customerInfo.onboardingCustomer.individualCustomerSubtypeRule.valueList,benefitOfVoiceCall.performRefill.voiceCallRefillRange.refillAmount,benefitOfVoiceCall.performRefill.voiceCallRefillRange.range,voice.includedVoiceCallTospecifiedNumbers.voiceCallRange.numberOfService,productBenefitConditions.allOfferBenefits.benefitInfo
PA00000001,99999,300,99999,[],15.0,15.0,15.0,1.0,N,N,38000,34546,38000,후불,"[{'productId': None, 'productName': None, 'extradataAmount': None, 'monthlyPrice': None, 'DiscountRate': None}]",N,15.0,Y,2GB,Y,PA00000001,운영,상품 > 기본요금제 > 휴대폰 요금제,다이렉트5G 38,Direct5G 38,다이렉트플랜,"['유심개통', '쓰던폰', 'USIM개통', '비대면', '자급제', '온라인', '데이터100GB 이하', 'T다샵', '다이렉트플랜', '티다이렉트샵', '티다샵', 'wavve할인혜택', '온라인전용요금제', 'T다이렉트전용요금제']","['LTE generation', '5G generation']",['NA00007164'],월 15GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,34545원,N,[],Y,Y,Y,"[{'pmProductId': 'PD00000018', 'legacyProductId': 'NA00006308', 'productName': 'T&캡스(예약)'}, {'pmProductId': 'PD00000019', 'legacyProductId': 'NA00006283', 'productName': 'T&캡스'}, {'pmProductId': 'PD00000023', 'legacyProductId': 'NH00000044', 'productName': '기업용 결합상품(B1)'}, {'pmProductId': 'PB00000721', 'legacyProductId': 'NA00002814', 'productName': '프리할리데이50'}, {'pmProductId': 'PD00000021', 'legacyProductId': 'NH00000045', 'productName': '기업용 결합상품(L1)'}, {'pmProductId': 'PD00000022', 'legacyProductId': 'NH00000046', 'productName': '기업용 결합상품(B2)'}, {'pmProductId': 'PB00001176', 'legacyProductId': 'NA00000138', 'productName': '긴통화무료옵션'}, {'pmProductId': 'PB00001555', 'legacyProductId': 'NA00002887', 'productName': 'T데이터셰어링'}, {'pmProductId': 'PB00000741', 'legacyProductId': 'NA00000136', 'productName': '프리할리데이100'}, {'pmProductId': 'PB00000865', 'legacyProductId': 'NA00005697', 'productName': 'Biz데이터프리'}, {'pmProductId': 'PA00000219', 'legacyProductId': 'NA00002974', 'productName': 'T끼리법인요금제'}, {'pmProductId': 'PB00000446', 'legacyProductId': 'NA00004709', 'productName': '모바일그룹웨어군공공'}]",[],"[{'pmProductId': 'PB00001593', 'legacyProductId': 'NA00002813', 'productName': '메시지커플'}, {'pmProductId': 'PB00001594', 'legacyProductId': 'NA00001626', 'productName': '메시지버디'}, {'pmProductId': 'PB00001592', 'legacyProductId': 'NA00000966', 'productName': '메시지프리미엄'}, {'pmProductId': 'PB00001597', 'legacyProductId': 'NA00002363', 'productName': '메시지 프리미엄 1200'}, {'pmProductId': 'PB00001600', 'legacyProductId': 'NA00001630', 'productName': '(구)메시지커플'}, {'pmProductId': 'PB00001595', 'legacyProductId': 'NA00000538', 'productName': '메시지레귤러'}, {'pmProductId': 'PB00001596', 'legacyProductId': 'NA00000537', 'productName': '메시지라이트'}, {'pmProductId': 'PB00000447', 'legacyProductId': 'NA00002549', 'productName': 'T Zone 요금'}]","[{'groupName': 'ITM0000215', 'groupList': [{'pmProductId': 'PB00000772', 'legacyProductId': 'NA00001579', 'productName': '팅데이터프리정액제'}, {'pmProductId': 'PB00000881', 'legacyProductId': 'NA00002606', 'productName': '존프리통화료190'}, {'pmProductId': 'PB00000882', 'legacyProductId': 'NA00002604', 'productName': '존프리통화료150'}, {'pmProductId': 'PB00000886', 'legacyProductId': 'NA00002573', 'productName': '존프리통화료100'}, {'pmProductId': 'PB00000888', 'legacyProductId': 'NA00002494', 'productName': '안심데이터190'}, {'pmProductId': 'PB00000917', 'legacyProductId': 'NA00002373', 'productName': '안심데이터150'}, {'pmProductId': 'PB00000918', 'legacyProductId': 'NA00002244', 'productName': '안심데이터100'}, {'pmProductId': 'PB00001173', 'legacyProductId': 'NA00002605', 'productName': '데이터존프리225'}, {'pmProductId': 'PB00001174', 'legacyProductId': 'NA00002572', 'productName': '데이터존프리135'}, {'pmProductId': 'PB00001190', 'legacyProductId': 'NA00001071', 'productName': 'DATA안심(신규중단)'}, {'pmProductId': 'PB00001191', 'legacyProductId': 'NA00000720', 'productName': 'Data 70_이월정액제'}, {'pmProductId': 'PB00001192', 'legacyProductId': 'NA00000719', 'productName': 'Data 35_이월정액제'}]}]","[{'pmProductId': 'PB00001253', 'legacyProductId': 'NA00005726', 'productName': '코미코 웹툰 프리'}, {'pmProductId': 'PB00000251', 'legacyProductId': 'NA00006226', 'productName': 'T괌사이판 국내처럼'}]",[],"[{'pmProductId': 'PB00001250', 'legacyProductId': 'NA00005340', 'productName': '구_멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001254', 'legacyProductId': 'NA00006360', 'productName': '구)멜론 익스트리밍'}, {'pmProductId': 'PB00001433', 'legacyProductId': 'NA00004239', 'productName': '모바일그룹웨어(BYOD)'}, {'pmProductId': 'PB00001251', 'legacyProductId': 'NA00003483', 'productName': '구_멜론 익스트리밍'}, {'pmProductId': 'PB00001252', 'legacyProductId': 'NA00006362', 'productName': '구)멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001213', 'legacyProductId': 'NA00006415', 'productName': '멜론 익스트리밍'}, {'pmProductId': 'PB00001203', 'legacyProductId': 'NA00006417', 'productName': '멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001201', 'legacyProductId': 'NA00005335', 'productName': '벅스 익스트리밍'}]",[],5,1,,[],,,,,,,,,,,,,,,,,,,,,20%,"['영상통화', '부가통화']",,"[{'productId': 'BA00000047', 'productName': 'Wavve 2천원 할인'}]"
PA00000002,99999,100,99999,[],1.8,1.8,1.8,0.0,N,Y,22000,20000,22000,후불,"[{'productId': None, 'productName': '심야데이터 75% 할인', 'extradataAmount': None, 'monthlyPrice': '무료', 'DiscountRate': '75%'}]",Y,1.8,Y,2GB,Y,PA00000002,운영,상품 > 기본요금제 > 휴대폰 요금제,다이렉트LTE 22,DirectLTE 22,LTE 다이렉트플랜,"['자급제', '비대면', '온라인', '티다샵', '티다이렉트샵', '유심개통', 'USIM개통', '쓰던폰', '심야데이터할인', 'T다이렉트전용요금제', '온라인전용요금제', '다이렉트플랜', 'T다샵']","['LTE generation', '5G generation']",['NA00007166'],월 1.8GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,20000원,N,[],Y,Y,Y,"[{'pmProductId': 'PA00000219', 'legacyProductId': 'NA00002974', 'productName': 'T끼리법인요금제'}, {'pmProductId': 'PD00000018', 'legacyProductId': 'NA00006308', 'productName': 'T&캡스(예약)'}, {'pmProductId': 'PD00000022', 'legacyProductId': 'NH00000046', 'productName': '기업용 결합상품(B2)'}, {'pmProductId': 'PD00000023', 'legacyProductId': 'NH00000044', 'productName': '기업용 결합상품(B1)'}, {'pmProductId': 'PD00000019', 'legacyProductId': 'NA00006283', 'productName': 'T&캡스'}, {'pmProductId': 'PD00000021', 'legacyProductId': 'NH00000045', 'productName': '기업용 결합상품(L1)'}, {'pmProductId': 'PB00001555', 'legacyProductId': 'NA00002887', 'productName': 'T데이터셰어링'}, {'pmProductId': 'PB00000741', 'legacyProductId': 'NA00000136', 'productName': '프리할리데이100'}, {'pmProductId': 'PB00001176', 'legacyProductId': 'NA00000138', 'productName': '긴통화무료옵션'}]",[],"[{'pmProductId': 'PB00001592', 'legacyProductId': 'NA00000966', 'productName': '메시지프리미엄'}, {'pmProductId': 'PB00001593', 'legacyProductId': 'NA00002813', 'productName': '메시지커플'}, {'pmProductId': 'PB00000721', 'legacyProductId': 'NA00002814', 'productName': '프리할리데이50'}, {'pmProductId': 'PB00001596', 'legacyProductId': 'NA00000537', 'productName': '메시지라이트'}, {'pmProductId': 'PB00001597', 'legacyProductId': 'NA00002363', 'productName': '메시지 프리미엄 1200'}, {'pmProductId': 'PB00001594', 'legacyProductId': 'NA00001626', 'productName': '메시지버디'}, {'pmProductId': 'PB00001595', 'legacyProductId': 'NA00000538', 'productName': '메시지레귤러'}, {'pmProductId': 'PB00001600', 'legacyProductId': 'NA00001630', 'productName': '(구)메시지커플'}, {'pmProductId': 'PB00000447', 'legacyProductId': 'NA00002549', 'productName': 'T Zone 요금'}]","[{'groupName': 'ITM0000215', 'groupList': [{'pmProductId': 'PB00000772', 'legacyProductId': 'NA00001579', 'productName': '팅데이터프리정액제'}, {'pmProductId': 'PB00000881', 'legacyProductId': 'NA00002606', 'productName': '존프리통화료190'}, {'pmProductId': 'PB00000882', 'legacyProductId': 'NA00002604', 'productName': '존프리통화료150'}, {'pmProductId': 'PB00000886', 'legacyProductId': 'NA00002573', 'productName': '존프리통화료100'}, {'pmProductId': 'PB00000888', 'legacyProductId': 'NA00002494', 'productName': '안심데이터190'}, {'pmProductId': 'PB00000917', 'legacyProductId': 'NA00002373', 'productName': '안심데이터150'}, {'pmProductId': 'PB00000918', 'legacyProductId': 'NA00002244', 'productName': '안심데이터100'}, {'pmProductId': 'PB00001173', 'legacyProductId': 'NA00002605', 'productName': '데이터존프리225'}, {'pmProductId': 'PB00001174', 'legacyProductId': 'NA00002572', 'productName': '데이터존프리135'}, {'pmProductId': 'PB00001190', 'legacyProductId': 'NA00001071', 'productName': 'DATA안심(신규중단)'}, {'pmProductId': 'PB00001191', 'legacyProductId': 'NA00000720', 'productName': 'Data 70_이월정액제'}, {'pmProductId': 'PB00001192', 'legacyProductId': 'NA00000719', 'productName': 'Data 35_이월정액제'}]}]","[{'pmProductId': 'PB00001253', 'legacyProductId': 'NA00005726', 'productName': '코미코 웹툰 프리'}, {'pmProductId': 'PB00000251', 'legacyProductId': 'NA00006226', 'productName': 'T괌사이판 국내처럼'}, {'pmProductId': 'PB00001632', 'legacyProductId': 'NA00005743', 'productName': 'Biz Data 1G'}, {'pmProductId': 'PB00001607', 'legacyProductId': 'NA00005745', 'productName': 'Biz Data P'}, {'pmProductId': 'PB00001609', 'legacyProductId': 'NA00005744', 'productName': 'Biz Data 4G'}]",[],"[{'pmProductId': 'PB00001433', 'legacyProductId': 'NA00004239', 'productName': '모바일그룹웨어(BYOD)'}, {'pmProductId': 'PB00001201', 'legacyProductId': 'NA00005335', 'productName': '벅스 익스트리밍'}, {'pmProductId': 'PB00001250', 'legacyProductId': 'NA00005340', 'productName': '구_멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001251', 'legacyProductId': 'NA00003483', 'productName': '구_멜론 익스트리밍'}, {'pmProductId': 'PB00001203', 'legacyProductId': 'NA00006417', 'productName': '멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001213', 'legacyProductId': 'NA00006415', 'productName': '멜론 익스트리밍'}, {'pmProductId': 'PB00001252', 'legacyProductId': 'NA00006362', 'productName': '구)멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001254', 'legacyProductId': 'NA00006360', 'productName': '구)멜론 익스트리밍'}]",[],5,1,,[],심야데이터 할인,포함 옵션,1.0,1.0,1.0,200분,,,,,,,,,,,,,,,20%,"['영상통화', '부가통화']",,
PA00000003,99999,300,99999,[],5.0,5.0,5.0,1.0,N,N,35000,31819,35000,후불,"[{'productId': None, 'productName': '심야데이터 75% 할인', 'extradataAmount': None, 'monthlyPrice': '무료', 'DiscountRate': '75%'}]",N,5.0,Y,2GB,Y,PA00000003,운영,상품 > 기본요금제 > 휴대폰 요금제,다이렉트LTE 35,DirectLTE 35,LTE 다이렉트플랜,"['쓰던폰', '자급제', '비대면', '온라인', '티다이렉트샵', '유심개통', 'USIM개통', '심야데이터할인', 'T다이렉트전용요금제', '온라인전용요금제', '다이렉트플랜', 'T다샵', '티다샵']","['LTE generation', '5G generation']",['NA00007167'],월 5GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,31818원,N,[],Y,Y,Y,"[{'pmProductId': 'PA00000219', 'legacyProductId': 'NA00002974', 'productName': 'T끼리법인요금제'}, {'pmProductId': 'PD00000018', 'legacyProductId': 'NA00006308', 'productName': 'T&캡스(예약)'}, {'pmProductId': 'PD00000022', 'legacyProductId': 'NH00000046', 'productName': '기업용 결합상품(B2)'}, {'pmProductId': 'PD00000023', 'legacyProductId': 'NH00000044', 'productName': '기업용 결합상품(B1)'}, {'pmProductId': 'PD00000019', 'legacyProductId': 'NA00006283', 'productName': 'T&캡스'}, {'pmProductId': 'PD00000021', 'legacyProductId': 'NH00000045', 'productName': '기업용 결합상품(L1)'}, {'pmProductId': 'PB00001176', 'legacyProductId': 'NA00000138', 'productName': '긴통화무료옵션'}, {'pmProductId': 'PB00001555', 'legacyProductId': 'NA00002887', 'productName': 'T데이터셰어링'}, {'pmProductId': 'PB00000721', 'legacyProductId': 'NA00002814', 'productName': '프리할리데이50'}, {'pmProductId': 'PB00000741', 'legacyProductId': 'NA00000136', 'productName': '프리할리데이100'}]",[],"[{'pmProductId': 'PB00001593', 'legacyProductId': 'NA00002813', 'productName': '메시지커플'}, {'pmProductId': 'PB00001594', 'legacyProductId': 'NA00001626', 'productName': '메시지버디'}, {'pmProductId': 'PB00000447', 'legacyProductId': 'NA00002549', 'productName': 'T Zone 요금'}, {'pmProductId': 'PB00001592', 'legacyProductId': 'NA00000966', 'productName': '메시지프리미엄'}, {'pmProductId': 'PB00001597', 'legacyProductId': 'NA00002363', 'productName': '메시지 프리미엄 1200'}, {'pmProductId': 'PB00001600', 'legacyProductId': 'NA00001630', 'productName': '(구)메시지커플'}, {'pmProductId': 'PB00001595', 'legacyProductId': 'NA00000538', 'productName': '메시지레귤러'}, {'pmProductId': 'PB00001596', 'legacyProductId': 'NA00000537', 'productName': '메시지라이트'}]","[{'groupName': 'ITM0000215', 'groupList': [{'pmProductId': 'PB00000772', 'legacyProductId': 'NA00001579', 'productName': '팅데이터프리정액제'}, {'pmProductId': 'PB00000881', 'legacyProductId': 'NA00002606', 'productName': '존프리통화료190'}, {'pmProductId': 'PB00000882', 'legacyProductId': 'NA00002604', 'productName': '존프리통화료150'}, {'pmProductId': 'PB00000886', 'legacyProductId': 'NA00002573', 'productName': '존프리통화료100'}, {'pmProductId': 'PB00000888', 'legacyProductId': 'NA00002494', 'productName': '안심데이터190'}, {'pmProductId': 'PB00000917', 'legacyProductId': 'NA00002373', 'productName': '안심데이터150'}, {'pmProductId': 'PB00000918', 'legacyProductId': 'NA00002244', 'productName': '안심데이터100'}, {'pmProductId': 'PB00001173', 'legacyProductId': 'NA00002605', 'productName': '데이터존프리225'}, {'pmProductId': 'PB00001174', 'legacyProductId': 'NA00002572', 'productName': '데이터존프리135'}, {'pmProductId': 'PB00001190', 'legacyProductId': 'NA00001071', 'productName': 'DATA안심(신규중단)'}, {'pmProductId': 'PB00001191', 'legacyProductId': 'NA00000720', 'productName': 'Data 70_이월정액제'}, {'pmProductId': 'PB00001192', 'legacyProductId': 'NA00000719', 'productName': 'Data 35_이월정액제'}]}]","[{'pmProductId': 'PB00000251', 'legacyProductId': 'NA00006226', 'productName': 'T괌사이판 국내처럼'}, {'pmProductId': 'PB00001253', 'legacyProductId': 'NA00005726', 'productName': '코미코 웹툰 프리'}, {'pmProductId': 'PB00001607', 'legacyProductId': 'NA00005745', 'productName': 'Biz Data P'}, {'pmProductId': 'PB00001609', 'legacyProductId': 'NA00005744', 'productName': 'Biz Data 4G'}, {'pmProductId': 'PB00001632', 'legacyProductId': 'NA00005743', 'productName': 'Biz Data 1G'}]",[],"[{'pmProductId': 'PB00001254', 'legacyProductId': 'NA00006360', 'productName': '구)멜론 익스트리밍'}, {'pmProductId': 'PB00001433', 'legacyProductId': 'NA00004239', 'productName': '모바일그룹웨어(BYOD)'}, {'pmProductId': 'PB00001201', 'legacyProductId': 'NA00005335', 'productName': '벅스 익스트리밍'}, {'pmProductId': 'PB00001203', 'legacyProductId': 'NA00006417', 'productName': '멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001251', 'legacyProductId': 'NA00003483', 'productName': '구_멜론 익스트리밍'}, {'pmProductId': 'PB00001252', 'legacyProductId': 'NA00006362', 'productName': '구)멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001213', 'legacyProductId': 'NA00006415', 'productName': '멜론 익스트리밍'}, {'pmProductId': 'PB00001250', 'legacyProductId': 'NA00005340', 'productName': '구_멜론 익스트리밍 플러스'}]",[],5,1,,[],심야데이터 할인,포함 옵션,1.0,1.0,1.0,,,,,,,,,,,,,,,,20%,"['영상통화', '부가통화']",,
PA00000004,99999,300,99999,[],100.0,30.0,100.0,5.0,N,N,48000,43637,48000,후불,"[{'productId': None, 'productName': None, 'extradataAmount': None, 'monthlyPrice': None, 'DiscountRate': None}]",N,30.0,Y,2GB,Y,PA00000004,운영,상품 > 기본요금제 > 휴대폰 요금제,다이렉트LTE 48,DirectLTE 48,LTE 다이렉트플랜,"['온라인', '유심개통', 'USIM개통', '쓰던폰', '자급제', '100GB이상', '비대면', '티다샵', '티다이렉트샵', 'T다이렉트전용요금제', '온라인전용요금제', '다이렉트플랜', 'T다샵']","['LTE generation', '5G generation']",['NA00007168'],월 100GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,43636원,N,[],Y,Y,Y,"[{'pmProductId': 'PD00000022', 'legacyProductId': 'NH00000046', 'productName': '기업용 결합상품(B2)'}, {'pmProductId': 'PD00000023', 'legacyProductId': 'NH00000044', 'productName': '기업용 결합상품(B1)'}, {'pmProductId': 'PD00000021', 'legacyProductId': 'NH00000045', 'productName': '기업용 결합상품(L1)'}, {'pmProductId': 'PB00001176', 'legacyProductId': 'NA00000138', 'productName': '긴통화무료옵션'}, {'pmProductId': 'PB00001555', 'legacyProductId': 'NA00002887', 'productName': 'T데이터셰어링'}, {'pmProductId': 'PB00000721', 'legacyProductId': 'NA00002814', 'productName': '프리할리데이50'}, {'pmProductId': 'PB00000741', 'legacyProductId': 'NA00000136', 'productName': '프리할리데이100'}, {'pmProductId': 'PA00000219', 'legacyProductId': 'NA00002974', 'productName': 'T끼리법인요금제'}, {'pmProductId': 'PD00000019', 'legacyProductId': 'NA00006283', 'productName': 'T&캡스'}, {'pmProductId': 'PB00000446', 'legacyProductId': 'NA00004709', 'productName': '모바일그룹웨어군공공'}, {'pmProductId': 'PD00000018', 'legacyProductId': 'NA00006308', 'productName': 'T&캡스(예약)'}, {'pmProductId': 'PD00000020', 'legacyProductId': 'NH00000047', 'productName': '기업용 결합상품(L2)'}]",[],"[{'pmProductId': 'PB00001596', 'legacyProductId': 'NA00000537', 'productName': '메시지라이트'}, {'pmProductId': 'PB00001597', 'legacyProductId': 'NA00002363', 'productName': '메시지 프리미엄 1200'}, {'pmProductId': 'PB00001594', 'legacyProductId': 'NA00001626', 'productName': '메시지버디'}, {'pmProductId': 'PB00001595', 'legacyProductId': 'NA00000538', 'productName': '메시지레귤러'}, {'pmProductId': 'PB00001600', 'legacyProductId': 'NA00001630', 'productName': '(구)메시지커플'}, {'pmProductId': 'PB00001593', 'legacyProductId': 'NA00002813', 'productName': '메시지커플'}, {'pmProductId': 'PB00000447', 'legacyProductId': 'NA00002549', 'productName': 'T Zone 요금'}, {'pmProductId': 'PB00001592', 'legacyProductId': 'NA00000966', 'productName': '메시지프리미엄'}]","[{'groupName': 'ITM0000215', 'groupList': [{'pmProductId': 'PB00000772', 'legacyProductId': 'NA00001579', 'productName': '팅데이터프리정액제'}, {'pmProductId': 'PB00000881', 'legacyProductId': 'NA00002606', 'productName': '존프리통화료190'}, {'pmProductId': 'PB00000882', 'legacyProductId': 'NA00002604', 'productName': '존프리통화료150'}, {'pmProductId': 'PB00000886', 'legacyProductId': 'NA00002573', 'productName': '존프리통화료100'}, {'pmProductId': 'PB00000888', 'legacyProductId': 'NA00002494', 'productName': '안심데이터190'}, {'pmProductId': 'PB00000917', 'legacyProductId': 'NA00002373', 'productName': '안심데이터150'}, {'pmProductId': 'PB00000918', 'legacyProductId': 'NA00002244', 'productName': '안심데이터100'}, {'pmProductId': 'PB00001173', 'legacyProductId': 'NA00002605', 'productName': '데이터존프리225'}, {'pmProductId': 'PB00001174', 'legacyProductId': 'NA00002572', 'productName': '데이터존프리135'}, {'pmProductId': 'PB00001190', 'legacyProductId': 'NA00001071', 'productName': 'DATA안심(신규중단)'}, {'pmProductId': 'PB00001191', 'legacyProductId': 'NA00000720', 'productName': 'Data 70_이월정액제'}, {'pmProductId': 'PB00001192', 'legacyProductId': 'NA00000719', 'productName': 'Data 35_이월정액제'}]}]","[{'pmProductId': 'PB00001253', 'legacyProductId': 'NA00005726', 'productName': '코미코 웹툰 프리'}, {'pmProductId': 'PB00000251', 'legacyProductId': 'NA00006226', 'productName': 'T괌사이판 국내처럼'}]",[],"[{'pmProductId': 'PB00001201', 'legacyProductId': 'NA00005335', 'productName': '벅스 익스트리밍'}, {'pmProductId': 'PB00001203', 'legacyProductId': 'NA00006417', 'productName': '멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001213', 'legacyProductId': 'NA00006415', 'productName': '멜론 익스트리밍'}, {'pmProductId': 'PB00001250', 'legacyProductId': 'NA00005340', 'productName': '구_멜론 익스트리밍 플러스'}, {'pmProductId': 'PB00001254', 'legacyProductId': 'NA00006360', 'productName': '구)멜론 익스트리밍'}, {'pmProductId': 'PB00001433', 'legacyProductId': 'NA00004239', 'productName': '모바일그룹웨어(BYOD)'}, {'pmProductId': 'PB00001251', 'legacyProductId': 'NA00003483', 'productName': '구_멜론 익스트리밍'}, {'pmProductId': 'PB00001252', 'legacyProductId': 'NA00006362', 'productName': '구)멜론 익스트리밍 플러스'}]",[],5,1,,[],,,,,,,,,,,,,,,,,,,,,20%,"['영상통화', '부가통화']",,
