pmProductId,approvalinfo,classifiedgroup,generation,lineup,marketingkeyword,productdescription,productid,productnameinenglish,productoperationperiod,productrequirednotice,productsubscriptioncondition,productsubscriptionmethod,statusofoperation,versioninfo,productoperationperiodFrom,productoperationperiodTo,billingmethod,monthlypricewithoutvat,monthlypricewithselectableinstallment,monthlyprice
PA00000053,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['5G', '3G', 'LTE']",0틴플랜,"['만18세이하', '미성년자', '미성년', '청소년5G요금제', 'wavve할인', '청소년', '청소년전용요금제', '중학생요금제', '고등학생요금제', '100GB이상', '멤버십VIP', 'FLO할인']",매월 100GB 데이터 및 T멤버십 VIP 등 혜택을 제공하는 만 18세 이하 개인고객만 가입 가능한 청소년 전용 요금제,PA00000053,0 teen Large,2021.09.02~9999.12.31,,만 18세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,62728,51730,69000
PA00000054,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0틴플랜,"['고등학생요금제', '청소년5G요금제', '만18세이하', '미성년자', '미성년', '청소년', '청소년전용요금제', '중학생요금제']",매월 12GB 데이터를 제공하는 만 18세 이하 개인고객만 가입 가능한 청소년 전용 요금제,PA00000054,0 teen Medium Plus,2021.09.02~9999.12.31,,만 18세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,53637,44205,59000
PA00000055,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0틴플랜,"['청소년5G요금제', '만18세이하', '미성년자', '미성년', '청소년', '청소년전용요금제', '중학생요금제', '고등학생요금제']",매월 6GB 데이터를 제공하는 만 18세 이하 개인고객만 가입 가능한 청소년 전용 요금제,PA00000055,0 teen Medium,2021.09.02~9999.12.31,,만 18세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,40909,33725,45000
PA00000056,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0틴플랜,"['청소년전용요금제', '청소년5G요금제', '만18세이하', '미성년자', '미성년', '청소년', '중학생요금제', '고등학생요금제']",매월 2.5GB 데이터를 제공하는 만 18세 이하 개인고객만 가입 가능한 청소년 전용 요금제,PA00000056,0 teen Small,2021.09.02~9999.12.31,,만 18세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,30000,24750,33000
PA00000057,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G ZEM 플랜,"['자녀요금제', '만12세이하', 'ZEM', 'ZEM요금제', '우리아이요금제', 'ZEM플랜', '초딩', '초등학생', '초등학생요금제', '어린이요금제', '미성년', '아이들', '쿠키즈']",월 데이터 4GB를 제공하는 스마트폰을 사용하는 어린이(만 12세 이하)를 위한 전용 요금제,PA00000057,5G ZEM Plan Perfect,2021.09.02~9999.12.31,,만 12세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,32728,26980,36000
PA00000058,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G ZEM 플랜,"['미성년', '아이들', '쿠키즈', 'ZEM', 'ZEM요금제', '자녀요금제', '만12세이하', '초딩', '초등학생', '초등학생요금제', '어린이요금제', '우리아이요금제', 'ZEM플랜']",월 데이터 2GB를 제공하는 스마트폰을 사용하는 어린이(만 12세 이하)를 위한 전용 요금제,PA00000058,5G ZEM Plan Best,2021.09.02~9999.12.31,,만 12세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,23637,19455,26000
PA00000059,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,"['5G일반요금제', '데이터충전', '데이터충전요금제']",월 24GB 데이터를 제공하면서 wavve 혜택도 제공하는 요금제,PA00000059,Basic plus,2022.08.04~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-08-04,2262-04-11,후불,53637,44205,59000
PA00000060,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['OTT혜택', '혜택요금제', 'wavve혜택', '5GX플랜', 'Wavve', '스트리밍', '데이터무제한', '혜택요금제', '최다혜택요금제', '태블릿요금무료혜택', '스마트워치요금무료혜택', 'VIP멤버십혜택', 'FLO무료혜택', '우주패스무료혜택', '제휴할인혜택']","무제한 데이터와 T멤버십 VIP, 구독서비스 무료 등을 제공하는 혜택 요금제",PA00000060,5GX Platinum,2022.08.04~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-08-04,2042-12-31,후불,113637,93705,125000
PA00000061,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['Wavve', '스트리밍', 'OTT혜택', '혜택요금제', 'wavve혜택', '5GX플랜', '태블릿요금무료혜택', 'FLO할인혜택', '우주패스할인혜택', '제휴할인혜택', '데이터무제한', '혜택요금제', 'FLO70%할인', 'wavve70%할인', '우주패스5천원할인', '스마트워치요금무료혜택', 'VIP멤버십혜택']","무제한 데이터와 T멤버십 VIP, 구독서비스 할인 등을 제공하는 혜택 요금제",PA00000061,5GX Prime,2022.08.31~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-08-31,2042-12-31,후불,80909,66725,89000
PA00000062,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 시니어 요금제,"['5G실버요금제', '만65세이상', '어르신', '실버', '부모님', '어르신요금제', '실버요금제', '부모님요금제', '5G어르신요금제']",매월 데이터 10GB를 제공하는 만 65세 이상 고객이 가입 가능한 전용 요금제,PA00000062,5G Senior A,2023.03.29~9999.12.31,,만 65세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-03-29,2262-04-11,후불,40909,33725,45000
PA00000063,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 시니어 요금제,"['5G어르신요금제', '5G실버요금제', '만70세이상', '어르신', '실버', '부모님', '어르신요금제', '실버요금제', '부모님요금제']",매월 데이터 9GB를 제공하는 만 65세 이상 고객이 가입 가능한 전용 요금제,PA00000063,5G Senior B,2023.03.29~9999.12.31,,만 70세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-03-29,2262-04-11,후불,40000,33000,44000
PA00000064,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 시니어 요금제,"['부모님요금제', '만80세이상', '어르신', '실버', '부모님', '어르신요금제', '실버요금제', '5G어르신요금제', '5G실버요금제']",매월 데이터 8GB를 제공하는 만 65세 이상 고객이 가입 가능한 전용 요금제,PA00000064,5G Senior C,2023.03.29~9999.12.31,,만 80세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-03-29,2262-04-11,후불,38182,31495,42000
PA00000065,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",0청년,"['커피50%', 'wavve할인혜택', 'FLO할인혜택', '우주패스할인혜택', '멤버십VIP', '혜택요금제', '콘텐츠할인', '만34세이하', '커피', '영화', '로밍', '로밍쿠폰', '로밍할인', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '데이터무제한']",무제한 데이터와 0청년 특화 혜택을 제공하는 만 34세 이하 개인 고객만 가입 가능한 전용 요금제,PA00000065,0 Youth 89,2023.06.01~2042.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2042-12-31,후불,80909,66725,89000
PA00000066,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",넷플릭스 요금제,"['넷플릭스', '우주패스Netflix', 'Netflix', '넷플릭스할인', '5GX플랜', '혜택요금제', 'wavve혜택', 'OTT혜택', '넷플릭스혜택', 'Wavve', '스트리밍', '태블릿요금무료혜택', '스마트워치요금무료혜택', 'VIP멤버십혜택']",무제한 데이터와 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제,PA00000066,5GX Prime Plus(Netflix),2024.06.27~9999.12.31,,"19세 이상 성인, 고객 명의당 1개만 가입 가능","고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2262-04-11,후불,90000,74250,99000
PA00000067,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",넷플릭스 요금제,"['Wavve', '스트리밍', 'Netflix', '넷플릭스', '우주패스Netflix', '혜택요금제', 'wavve혜택', 'OTT혜택', '넷플릭스혜택', '태블릿요금할인혜택', '스마트워치요금할인혜택', '콘텐츠할인', '우주패스할인', '5GX플랜', 'FLO할인', '넷플릭스할인', 'VIP멤버십혜택']",무제한 데이터와 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제,PA00000067,5GX Prime(Netflix),2024.06.27~2042.12.31,,"19세 이상 성인, 고객 명의당 1개만 가입 가능","고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2042-12-31,후불,80909,66725,89000
PA00000068,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 넷플릭스 요금제,"['로밍', '데이터무제한', '커피', '영화', '만34세이하', '커피쿠폰', '커피50%', '커피', '로밍', '로밍쿠폰', '영화할인', 'baro50%', '영화', '영화쿠폰', '커피할인', '영화50%', '로밍할인', '우주패스Netflix', 'Netflix', 'wavve혜택', '넷플릭스혜택', '혜택요금제', '스트리밍', 'OTT혜택', '넷플릭스', 'Wavve']",무제한 데이터와 0청년 특화 혜택 외 넷플릭스 멤버십을 제공하는 만 19세 이상 34세 이하 개인고객만 가입 가능한 넷플릭스 전용 요금제,PA00000068,0 Youth 99(Netflix),2024.06.27~9999.12.31,,만 19세 이상~34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2262-04-11,후불,90000,74250,99000
PA00000069,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 넷플릭스 요금제,"['데이터무제한', '커피50%', '영화', '로밍', '만34세이하', '커피', '영화50%', '영화', '커피쿠폰', '커피할인', '커피', '로밍쿠폰', 'baro50%', '로밍', '영화쿠폰', '영화할인', 'Wavve', '스트리밍', 'Netflix', '넷플릭스', '로밍할인', '우주패스Netflix', '혜택요금제', 'wavve혜택', 'OTT혜택', '넷플릭스혜택']",무제한 데이터와 0청년 특화 혜택 외 넷플릭스 멤버십을 제공하는 만 19세 이상 34세 이하 개인고객만 가입 가능한 넷플릭스 전용 요금제,PA00000069,0 Youth 89(Netflix),2024.06.27~2042.12.31,,만 19세 이상~34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2042-12-31,후불,80909,66725,89000
PA00000070,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",5G 일반 요금제,['5G일반요금제'],월 6GB 데이터를 제공하면서 wavve 혜택도 제공하는 요금제,PA00000070,Compact,2024.03.27~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-03-27,2262-04-11,후불,35455,29210,39000
PA00000071,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",넷플릭스 요금제,"['Netflix', '넷플릭스', '우주패스Netflix', 'OTT혜택', '넷플릭스혜택', 'Wavve', '스트리밍', '스마트워치요금무료혜택', 'VIP멤버십혜택', '5GX플랜', '태블릿요금무료혜택', 'wavve혜택', '넷플릭스무료', '혜택요금제']",무제한 데이터와 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제,PA00000071,5GX Premium(Netflix),2024.06.27~9999.12.31,,"19세 이상 성인, 고객 명의당 1개만 가입 가능","고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2262-04-11,후불,99091,81720,109000
PA00000072,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",다이렉트 넷플릭스 요금제,"['온라인', '비대면', '데이터무제한', 'T다샵', '우주패스Netflix', '티다이렉트샵', '티다샵', 'USIM개통', '유심개통', '자급제', '쓰던폰', 'Netflix', '넷플릭스', 'Wavve', '다이렉트 넷플릭스', 'T다이렉트전용요금제', 'wavve혜택', '온라인전용요금제', '넷플릭스혜택', '혜택요금제', '스트리밍', 'OTT혜택', '태블릿요금무료혜택', '스마트워치요금무료혜택', '넷플릭스할인', 'VIP멤버십혜택']",무제한 데이터와 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제로 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,PA00000072,Direct 5G 69(Netflix),2024.06.27~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 19세 이상 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2262-04-11,후불,62728,69000,69000
PA00000073,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,['LTE'],다이렉트 넷플릭스 요금제,"['온라인', '티다샵', '태블릿요금무료혜택', '콘텐츠할인', '자급제', '혜택요금제', '티다이렉트샵', '비대면', '데이터무제한', '다이렉트 넷플릭스', '넷플릭스혜택', '쓰던폰', '스트리밍', '스마트워치요금무료혜택', '유심개통', '우주패스할인', '우주패스Netflix', '온라인전용요금제', 'T다샵', 'OTT혜택', 'Netflix', 'FLO할인', 'Wavve', 'VIP멤버십혜택', 'USIM개통', 'T다이렉트전용요금제', '넷플릭스할인', '넷플릭스', 'wavve혜택']",무제한 데이터와 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제로 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,PA00000073,Direct 5G 62(Netflix),2024.06.27~2042.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 19세 이상 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2042-12-31,후불,56364,62000,62000
PA00000074,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트 넷플릭스 요금제,"['비대면', '온라인', '티다샵', 'T다샵', '유심개통', '티다이렉트샵', '쓰던폰', 'USIM개통', '데이터무제한', '자급제', '우주패스Netflix', 'Netflix', '넷플릭스', '온라인전용요금제', '다이렉트 넷플릭스', '혜택요금제', 'wavve혜택', 'OTT혜택', '넷플릭스혜택', 'Wavve', '스트리밍', 'T다이렉트전용요금제', '넷플릭스할인', '만34세이하', '커피할인', '영화50%', '커피', '커피쿠폰', '로밍혜택', '커피50%', '커피혜택', '영화혜택', '영화쿠폰', '영화할인', '영화', '로밍쿠폰', '로밍할인', 'baro50%', '로밍']",무제한 데이터와 0청년 특화 혜택 외 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제로 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 19세 이상 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000074,0 Youth Direct 69(Netflix),2024.06.27~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 19세 이상 34세 이하 개인 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2262-04-11,후불,62728,69000,69000
PA00000075,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트 넷플릭스 요금제,"['데이터무제한', '온라인', '비대면', 'USIM개통', '유심개통', '자급제', '쓰던폰', 'Netflix', '넷플릭스', 'T다샵', '우주패스Netflix', '티다이렉트샵', '티다샵', '넷플릭스혜택', '혜택요금제', '스트리밍', 'OTT혜택', 'Wavve', '넷플릭스할인', '다이렉트 넷플릭스', 'T다이렉트전용요금제', 'wavve혜택', '온라인전용요금제', '커피50%', '커피', '영화혜택', '로밍혜택', '만34세이하', '커피혜택', '영화50%', '영화', '커피쿠폰', '커피할인', '로밍할인', '로밍', '로밍쿠폰', '영화할인', 'baro50%', '영화쿠폰']",무제한 데이터와 0청년 특화 혜택 외 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제로 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 19세 이상 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000075,0 Youth Direct 62(Netflix),2024.06.27~2042.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 19세 이상 34세 이하 개인 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-06-27,2042-12-31,후불,56364,62000,62000
PA00000076,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['로밍', '로밍쿠폰', '로밍할인', '만34세이하', '멤버십VIP', '스마트워치요금무료', '영화', 'YoutubePremium혜택', '단말보험할인', '데이터무제한', '5GX플랜', 'baro50%', '영화쿠폰', '영화할인', '유튜브무료제공요금제', '유튜브요금제', '유튜브혜택', '커피', '커피50%', '커피쿠폰', '영화50%', '태블릿요금무료', '혜택요금제', '커피할인']",무제한 데이터와 0청년 특화 혜택 외 유튜브 프리미엄을 제공하는 만 34세 이하 개인 고객만 가입 가능한 유튜브 혜택 특화 전용 요금제,PA00000076,0 Youth 109,2024.07.10~2042.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-07-10,2042-12-31,후불,99091,81720,109000
PA00000077,요금팀/이현정,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",다이렉트플랜,"['온라인', '티다이렉트샵', '티다샵', 'USIM개통', '유심개통', '자급제', '쓰던폰', '비대면', '데이터무제한', 'T다샵', '다이렉트플랜', '온라인전용요금제', '스마트워치기기할인', '태블릿기기할인', '유튜브무료제공요금제', '혜택요금제', '유튜브혜택', 'YoutubePremium혜택', 'T다이렉트전용요금제', '유튜브요금제', '스마트폰기기할인']","데이터를 무제한으로 이용 가능하며 유튜브 프리미엄 혜택 및 T멤버십 VIP, 구독서비스 무료 등 다양한 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제",PA00000077,Direct5G 76,2024.07.10~2042.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-07-10,2042-12-31,후불,69091,76000,76000
PA00000078,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",다이렉트 넷플릭스 요금제,"['넷플릭스혜택', '혜택요금제', '스트리밍', 'OTT혜택', '넷플릭스', 'Wavve', 'Netflix', '다이렉트 넷플릭스', '온라인전용요금제', '태블릿기기할인', '스마트폰기기할인', 'VIP멤버십혜택', '스마트워치기기할인', '태블릿요금무료혜택', '스마트워치요금무료혜택', 'T다이렉트전용요금제', '넷플릭스무료', '온라인', '비대면', '티다샵', 'T다샵', '유심개통', '티다이렉트샵', '쓰던폰', 'USIM개통', '데이터무제한', '자급제', '우주패스Netflix', 'wavve혜택']",무제한 데이터와 넷플릭스 멤버십을 제공하는 넷플릭스 전용 요금제로 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,PA00000078,Direct 5G 76(Netflix),2024.07.10~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 19세 이상 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-07-10,2262-04-11,후불,69091,76000,76000
PA00000079,요금팀/이상희,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 넷플릭스 요금제,"['영화', '로밍', '만34세이하', '커피', '커피할인', '영화50%', '커피', '커피쿠폰', '데이터무제한', '커피50%', 'baro50%', '로밍', '영화쿠폰', '영화할인', '영화', '넷플릭스', '우주패스Netflix', 'Netflix', '로밍쿠폰', '로밍할인', '혜택요금제', 'wavve혜택', 'OTT혜택', '넷플릭스혜택', 'Wavve', '스트리밍']",무제한 데이터와 0청년 특화 혜택 외 넷플릭스 멤버십을 제공하는 만 19세 이상 34세 이하 개인고객만 가입 가능한 넷플릭스 전용 요금제,PA00000079,0 Youth 109(Netflix),2024.07.10~9999.12.31,,만 19세 이상~34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-07-10,2262-04-11,후불,99091,81720,109000
PA00000080,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['혜택요금제', 'wavve혜택', '5GX플랜', '태블릿요금무료혜택', '스마트워치요금무료혜택', 'VIP멤버십혜택', 'FLO무료혜택', 'Wavve', '스트리밍', 'OTT혜택', '혜택요금제', '우주패스무료혜택', '제휴할인혜택', '데이터무제한']","무제한 데이터와 T멤버십 VIP, 구독서비스 무료 등을 제공하는 혜택 요금제",PA00000080,5GX Primeplus,2022.08.04~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-08-04,2042-12-31,후불,90000,74250,99000
PA00000081,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['baro50%', 'wavve2천원할인', '로밍', '로밍쿠폰', '로밍할인', '만34세이하', '영화', '영화50%', '커피50%', '커피쿠폰', '커피할인', '영화쿠폰', '영화할인', '커피']",월 6GB 데이터와 0청년 특화 혜택을 제공하는 만 34세 이하 개인 고객만 가입 가능한 전용 요금제,PA00000081,0 Youth 37,2024.03.27~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-03-27,2262-04-11,후불,33637,27705,37000
PA00000082,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,['5G일반요금제'],월 8GB 데이터를 제공하면서 wavve 혜택도 제공하는 요금제,PA00000082,CompactPlus,2024.03.27~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-03-27,2262-04-11,후불,40909,33725,45000
PA00000083,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",5GX플랜,"['YoutubePremium혜택', '5GX플랜', '스마트워치기기할인', '멤버십VIP', '데이터무제한', '단말보험할인', '유튜브요금제', '유튜브무료제공요금제', '스마트폰기기할인', '스마트워치요금무료', '태블릿기기할인', '유튜브혜택', '혜택요금제', '태블릿요금무료']",무제한 데이터와 유튜브 프리미엄 혜택을 제공하는 유튜브 혜택 특화 요금제,PA00000083,5GX Premium,2024.03.27~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-03-27,2042-12-31,후불,99091,81720,109000
PA00000084,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,['5G일반요금제'],월 15GB 데이터를 제공하면서 wavve 혜택도 제공하는 요금제,PA00000084,Slim,2019.04.03~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-04-03,2262-04-11,후불,50000,41250,55000
PA00000085,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,['5G일반요금제'],월 11GB 데이터를 제공하면서 wavve 혜택도 제공하는 요금제,PA00000085,BASIC PLAN,2022.08.04~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-08-04,2262-04-11,후불,44546,36735,49000
PA00000086,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['wavve2천원할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인']",월 15GB 데이터와 0청년 특화 혜택을 제공하는 만 34세 이하 개인 고객만 가입 가능한 전용 요금제,PA00000086,0 Youth 49,2023.06.01~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,44546,36735,49000
PA00000087,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['유심개통', '티다이렉트샵', '티다샵', '온라인', '비대면', '데이터무제한', '자급제', '쓰던폰', 'USIM개통', '영화', '로밍', '커피50%', 'T다샵', '다이렉트플랜', '온라인전용요금제', 'T다이렉트전용요금제', 'wavve2천원할인', '만34세이하', '커피', 'baro50%', '로밍쿠폰', '로밍할인', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인']",월 15GB 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000087,0 Youth direct 34,2023.06.01~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,30909,34000,34000
PA00000088,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년 다이렉트플랜,"['온라인', '유심개통', '티다이렉트샵', '티다샵', 'T다샵', '다이렉트플랜', '온라인전용요금제', '비대면', '데이터무제한', '자급제', '쓰던폰', 'USIM개통', 'T다이렉트전용요금제', 'wavve2천원할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인']",월 8GB 데이터와 0청년 특화 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서 만 34세 이하 개인 고객만 가입 가능한 온라인 전용 무약정 요금제,PA00000088,0 Youth direct 30,2023.06.01~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-01,2262-04-11,후불,27273,30000,30000
