pmProductId,approvalinfo,classifiedgroup,generation,lineup,marketingkeyword,productdescription,productid,productnameinenglish,productoperationperiod,productrequirednotice,productsubscriptioncondition,productsubscriptionmethod,statusofoperation,versioninfo,productoperationperiodFrom,productoperationperiodTo,billingmethod,monthlypricewithoutvat,monthlypricewithselectableinstallment,monthlyprice
PA00000011,요금팀/이현정,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",LTE 다이렉트플랜,"['온라인', 'USIM개통', '쓰던폰', '자급제', '비대면', '온라인전용요금제', '다이렉트플랜', 'T다샵', '티다샵', '티다이렉트샵', '유심개통', '심야데이터할인', 'T다이렉트전용요금제']",월 2.5GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,PA00000011,DirectLTE 30,2022.12.19~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-12-19,2262-04-11,후불,27273,30000,30000
PA00000012,요금팀/이현정,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",다이렉트플랜,"['비대면', '데이터무제한', '온라인', '티다이렉트샵', 'USIM개통', '유심개통', '자급제', '쓰던폰', 'T다이렉트전용요금제', 'wavve할인혜택', '다이렉트플랜', '온라인전용요금제', '티다샵', 'T다샵', '멤버십VIP', '혜택요금제', 'FLO할인혜택', '우주패스할인혜택', '콘텐츠할인']","데이터를 무제한으로 이용 가능하며 T멤버십 VIP, 구독서비스 할인 등 다양한 혜택을 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제",PA00000012,Direct5G 62,2022.12.19~2042.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2022-12-19,2042-12-31,후불,56364,62000,62000
PA00000013,요금팀/이현정,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",다이렉트플랜,"['온라인', '데이터100GB 이하', '쓰던폰', '비대면', '자급제', '온라인전용요금제', 'T다이렉트전용요금제', 'T다샵', '다이렉트플랜', '티다이렉트샵', '티다샵', 'USIM개통', '유심개통', 'wavve할인혜택']",월 6GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,PA00000013,Direct5G 27,2024.03.27~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-03-27,2262-04-11,후불,24546,27000,27000
PA00000014,요금팀/이현정,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",다이렉트플랜,"['자급제', '쓰던폰', '데이터100GB 이하', '비대면', '온라인', '티다이렉트샵', '티다샵', 'USIM개통', '유심개통', 'T다이렉트전용요금제', 'wavve할인혜택', '다이렉트플랜', '온라인전용요금제', 'T다샵']",월 8GB 데이터를 제공하는 SK텔레콤 공식 온라인 채널인 T다이렉트샵에서만 가입 가능한 온라인 전용 무약정 요금제,PA00000014,Direct5G 31,2024.03.27~9999.12.31,,T다이렉트샵(SK텔레콤 공식온라인채널)을 통하여 신규/기변한 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2024-03-27,2262-04-11,후불,28182,31000,31000
PA00000015,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0플랜,"['만24세이하', '대학생요금제', '청년요금제', '대학생', '대학생추천', '100GB이상', '멤버십VIP', 'FLO할인', 'wavve할인']","매월 100GB 데이터 및 T멤버십 VIP, 구독서비스 혜택 등을 제공하는 만 34세 이하 개인고객만 가입 가능한 요금제",PA00000015,0 Plan Large,2018.08.13~2042.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-08-13,2042-12-31,후불,62728,51730,69000
PA00000016,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜 시니어,"['T플랜시니어', '가족공유혜택', '가족모아데이터혜택', '데이터무제한', '시니어요금제', 'T플랜시니어요금제', '가족', '실버', '어르신전용요금제', '만65세이상', '가족간데이터공유혜택요금제', 'T멤버십VIP혜택', 'Wavve', 'FLO', 'wavve할인혜택', 'FLO할인혜택', '부모님', '태블릿요금무료', '스마트워치요금무료', '콘텐츠할인혜택']","매월 데이터 160GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있고 T멤버십 VIP, 구독서비스 할인 등 혜택을 제공하는 만 65세 이상 고객을 위한 전용 요금제",PA00000016,T Plan Senior Special,2019.12.06~2042.12.31,,만 65세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-12-06,2042-12-31,후불,71819,59200,79000
PA00000017,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜 시니어,"['T플랜시니어', 'T플랜시니어요금제', '가족간데이터공유혜택요금제', '만65세이상', '가족모아데이터혜택', '가족공유혜택', '시니어요금제', '100GB이상', '부모님', '라지', '실버', '가족', '어르신전용요금제']",매월 데이터 110GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 만 65세 이상 고객을 위한 전용 요금제,PA00000017,T Plan Senior Essence,2019.12.06~9999.12.31,,만 65세 이상 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-12-06,2262-04-11,후불,62728,51730,69000
PA00000018,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['wavve2천원할인', '영화쿠폰', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인', '데이터추가가능', '100GB데이터추가']",매월 36GB 데이터를 제공하는 0 청년 59 요금제에서 충전 데이터 100GB를 더 제공하는 데이터 맞춤형 요금제,PA00000018,0 Youth 59 100GB Up,2023.06.30~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-30,2262-04-11,후불,61819,50950,68000
PA00000019,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['wavve2천원할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인', '데이터추가가능', '36GB데이터추가']",매월 36GB 데이터를 제공하는 0 청년 59 요금제에서 충전 데이터 36GB를 더 제공하는 데이터 맞춤형 요금제,PA00000019,0 Youth 59 36GB Up,2023.06.30~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-30,2262-04-11,후불,58182,47995,64000
PA00000020,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['wavve2천원할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인', '데이터추가가능', '60GB데이터추가']",매월 36GB 데이터를 제공하는 0 청년 59 요금제에서 충전 데이터 60GB를 더 제공하는 데이터 맞춤형 요금제,PA00000020,0 Youth 59 60GB Up,2023.06.30~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-30,2262-04-11,후불,60000,49500,66000
PA00000021,요금팀/조국재,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",0청년,"['wavve2천원할인', '만34세이하', '커피', '영화', '로밍', '커피50%', '커피쿠폰', '커피할인', '영화50%', '영화쿠폰', '영화할인', 'baro50%', '로밍쿠폰', '로밍할인', '데이터추가가능', '15GB데이터추가']",매월 36GB 데이터를 제공하는 0 청년 59 요금제에서 충전 데이터 15GB를 더 제공하는 데이터 맞춤형 요금제,PA00000021,0 Youth 59 15GB Up,2023.06.30~9999.12.31,,만 34세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점, T월드 가입 가능",False,1.0,2023-06-30,2262-04-11,후불,56364,46490,62000
PA00000022,요금팀/김현주,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",범용 요금제,"['기본요금제', '일반폰', '피쳐폰', '문자50건', '스마트폰']","음성, 데이터 기본 제공량이 없는 대신 쓴만큼 요금이 청구되는 기본 요금제",PA00000022,Standard Plan,2008.03.03~9999.12.31,없음,,"고객센터, 대리점, T월드 가입 가능",False,1.0,2008-03-03,2262-04-11,후불,11000,9075,12100
PA00000023,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",band 데이터 요금제,"['가입중단요금제', 'band데이터요금제']",매월 300MB 데이터를 제공하는 band 데이터 라인업 중 가장 월정액이 저렴한 요금제(현재 가입 중단),PA00000023,band Data Save,2015.05.20~9999.12.31,,5G/LTE/3G 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-05-20,2262-04-11,후불,29900,24640,32890
PA00000024,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",band 데이터 요금제,"['가입중단요금제', 'band데이터요금제']",매월 1.2GB 데이터를 제공하는 band 데이터 라인업 요금제(현재 가입 중단),PA00000024,band Data 1.2G,2015.05.20~9999.12.31,,5G/LTE/3G 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-05-20,2262-04-11,후불,36000,29700,39600
PA00000025,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",band 데이터 요금제,"['band데이터요금제', '가입중단요금제']",매월 2.2GB 데이터를 제공하는 band 데이터 라인업 요금제(현재 가입 중단),PA00000025,band Data 2.2G,2015.05.20~9999.12.31,,5G/LTE/3G 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-05-20,2262-04-11,후불,42000,34650,46200
PA00000026,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['5G', '3G', 'LTE']",band 데이터 요금제,"['가입중단요금제', 'band데이터요금제']",매월 3.5GB 데이터를 제공하는 band 데이터 라인업 요금제(현재 가입 중단),PA00000026,band Data 3.5G,2015.05.20~9999.12.31,,5G/LTE/3G 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-05-20,2262-04-11,후불,47000,38775,51700
PA00000027,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",band 데이터 요금제,"['가입중단요금제', 'band데이터요금제']",매월 6.5GB 데이터를 제공하는 band 데이터 라인업 요금제(현재 가입 중단),PA00000027,band Data 6.5G,2015.05.20~9999.12.31,,5G/LTE/3G 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-05-20,2262-04-11,후불,51000,42075,56100
PA00000028,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",band 데이터 요금제,"['가입중단요금제', 'band데이터요금제']",매월 제공되는 기본 제공 데이터 외 매일 추가로 데이터를 더 제공하는 데이터 특화 요금제,PA00000028,band Data Perfect,2015.05.20~9999.12.31,,5G/LTE/3G 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2015-05-20,2262-04-11,후불,59900,49390,65890
PA00000029,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G', '3G']",ZEM플랜,"['초딩', '초등학생', '자녀요금제', '만12세이하', 'ZEM', 'ZEM요금제', '아이들', '구.쿠키즈', '어린이요금제', '미성년', '초등학생요금제', 'ZEM플랜', '데이터가장작은어린이요금제', '우리아이요금제']",1만원대로 스마트폰을 이용할 수 있는 가장 저렴한 어린이(만 12세 이하) 전용 요금제로 음성/데이터 기본제공량 소진 시 발신과 데이터가 차단되며 충전 후 이용 가능,PA00000029,ZEM Plan Smart,2015.09.18~9999.12.31,,만 12세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2015-09-18,2262-04-11,후불,18000,14850,19800
PA00000030,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",band 데이터 요금제,"['band데이터요금제', '가입중단요금제', '매일데이터2GB']",매월 제공되는 기본 제공 데이터 외 매일 추가로 데이터를 더 제공하는 데이터 특화 요금제,PA00000030,band data PerfectS,2016.03.28~9999.12.31,,해당 사항 없음,"고객센터, 대리점, T월드 가입 가능",False,1.0,2016-03-28,2262-04-11,후불,69000,56925,75900
PA00000031,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",ZEM플랜,"['초등학생요금제', '어린이요금제', '초딩', '초등학생', '자녀요금제', '만12세이하', '미성년', '아이들']",ZEM 전용폰을 이용하는 고객이 가입할 수 있는 ZEM 폰 전용 요금제,PA00000031,ZEM Plan Light,2018.03.05~9999.12.31,,만 12세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2018-03-05,2262-04-11,후불,14000,11550,15400
PA00000032,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",(구) T플랜,"['구버전티플랜', '구버전T플랜', '데이터공유', '가족모아', 'T가족모아데이터', '가족끼리데이터공유', '데이터공유요금제', '데이터받기가능']",매월 데이터 1.2GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제(현재는 가입 중단),PA00000032,Small,2018.07.18~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-07-18,2262-04-11,후불,30000,24750,33000
PA00000033,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 일반 요금제,"['데이터공유요금제', '가족끼리데이터공유', 'T가족모아데이터', '가족모아', '데이터공유', '구버전T플랜', '구버전티플랜', '데이터받기가능']",매월 데이터 4GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제(현재 가입 중단),PA00000033,Medium,2018.07.18~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-07-18,2262-04-11,후불,45455,37460,50000
PA00000034,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '3G', '5G']",(구) T플랜,"['구버전티플랜', '구버전T플랜', '데이터공유', '가족모아', 'T가족모아데이터', '가족끼리데이터공유', '데이터공유요금제', '데이터받기가능']",매월 데이터 100GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제(현재는 가입 중단),PA00000034,Large,2018.07.18~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-07-18,2262-04-11,후불,62728,51730,69000
PA00000035,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",(구) T플랜,"['구버전티플랜', '구버전T플랜', '데이터무제한', '데이터공유', '가족모아', 'T가족모아데이터', '가족끼리데이터공유', '데이터공유요금제', 'VIP멤버십제공', '데이터공유가능']","매월 데이터 150GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있고 T멤버십 VIP, 구독서비스 할인 등 혜택을 제공하는 요금제(현재는 가입 중단)",PA00000035,Family,2018.07.18~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-07-18,2262-04-11,후불,71819,59200,79000
PA00000036,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",(구) T플랜,"['구버전티플랜', '구버전T플랜', '데이터무제한', '데이터공유', '가족모아', 'T가족모아데이터', '가족끼리데이터공유', '데이터공유요금제', 'VIP멤버십제공', '데이터공유가능', '스마트워치요금무료', '태블릿요금무료', '로밍혜택', 'OTT콘텐츠혜택']",데이터를 무제한으로 제공하며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있고 인피니티 만의 특화 혜택을 제공하는 요금제,PA00000036,Data Infinity,2018.07.18~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-07-18,2262-04-11,후불,90909,74975,100000
PA00000037,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",(구) T플랜,"['구버전티플랜', '구버전T플랜', '데이터공유', '가족모아', 'T가족모아데이터', '가족끼리데이터공유', '데이터공유요금제', '데이터받기가능']",매월 데이터 2GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제(현재는 가입 중단),PA00000037,Regular,2018.12.14~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2018-12-14,2262-04-11,후불,39091,32220,43000
PA00000038,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",0히어로,"['복무', '현역', '입영', '의무경찰', '의무소방원', '입대', '군대', '병사', '군인', '군요금제', '입대준비', '데이터', '군인요금제']","군장병의 휴대폰전화 사용 패턴에 최적화된 데이터 혜택(평일 18~22시, 주말/휴일 데이터 혜택)을 제공하는 군인 전용 요금제",PA00000038,0_Plan_Hero,2019.04.01~9999.12.31,,의무 복무 중인 현역 군인(군입대 예정자 포함) 및 대체복무요원으로 만 18세~ 39세 남성 개인 명의 고객 가입 가능(입영 30일 이전부터 가입 가능),"고객센터, 대리점, 모바일 T월드 가입(모바일 T월드의 경우, 군입대 장기 일시정지 이력이 있거나 장기일시정지를 위하여 필요 구비서류를 제출하거나 밀리패스 인증을 하는 경우 가능) ",False,1.0,2019-04-01,2262-04-11,후불,30000,24750,33000
PA00000039,요금팀/허진석,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE', '3G']",0히어로,"['FLO할인', '100GB이상', '의무소방원', '의무경찰', '병사', '복무', '멤버십VIP', '데이터추가혜택', '데이터', '군인요금제', '군요금제', '군인', '군대', 'wavve할인', '현역', '입영', '입대', '입대준비']","군장병의 휴대폰전화 사용 패턴에 최적화된 데이터 혜택(평일 18~22시, 주말/휴일 데이터 혜택)과 T멤버십 VIP 혜택 등을 제공하는 군인 전용 요금제",PA00000039,0_Plan_Superhero,2019.04.01~2042.12.31,,의무 복무 중인 현역 군인(군입대 예정자 포함) 및 대체복무요원으로 만 18세~ 39세 남성 개인 명의 고객 가입 가능(입영 30일 이전부터 가입 가능),"고객센터, 대리점, 모바일 T월드 가입(모바일 T월드의 경우, 군입대 장기 일시정지 이력이 있거나 장기일시정지를 위하여 필요 구비서류를 제출하거나 밀리패스 인증을 하는 경우 가능) ",False,1.0,2019-04-01,2042-12-31,후불,50000,41250,55000
PA00000040,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",5GX플랜,"['100GB 이상', '5GX플랜', 'VIP멤버십', '스마트워치요금50%할인', '태블릿요금50%할인']",월 200GB 데이터를 제공하면서 스마트기기 요금할인혜택도 제공하는 요금제,PA00000040,5GX Standard,2019.04.03~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-04-03,2262-04-11,후불,68182,56245,75000
PA00000041,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['wavve혜택', '5GX플랜', 'Wavve', '스트리밍', 'OTT혜택', '혜택요금제', 'FLO70%할인', 'wavve70%할인', '우주패스5천원할인', '태블릿요금무료혜택', '스마트워치요금무료혜택', 'VIP멤버십혜택', 'FLO할인혜택', '우주패스할인혜택', '제휴할인혜택', '데이터무제한']","무제한 데이터와 T멤버십 VIP, 구독서비스 할인 등을 제공하는 혜택 요금제",PA00000041,(구)5GX프라임,2019.04.03~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-04-03,2042-12-31,후불,80909,66725,89000
PA00000042,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['FLO무료혜택', '우주패스무료혜택', '제휴할인혜택', '데이터무제한', '혜택요금제', '최다혜택요금제', '스트리밍', 'Wavve', 'VIP멤버십혜택', '스마트워치요금무료혜택', '태블릿요금무료혜택', '5GX플랜', 'wavve혜택', '혜택요금제', 'OTT혜택']","무제한 데이터와 T멤버십 VIP, 구독서비스 무료 등을 제공하는 혜택 요금제",PA00000042,(구)5GX플래티넘,2019.04.03~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-04-03,2042-12-31,후불,113637,93705,125000
PA00000043,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜,"['스몰', '심야데이터할인', '가족', '가족간데이터공유혜택요금제', '가족공유혜택', 'T플랜']",매월 데이터 1.5GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제,PA00000043,T Plan Save,2019.05.16~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-05-16,2262-04-11,후불,30000,24750,33000
PA00000044,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜,"['가족간데이터공유혜택요금제', '가족모아데이터혜택', '가족공유혜택', 'T플랜', 'T플랜요금제', '심야데이터할인', '레귤러']",매월 데이터 2.5GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제,PA00000044,T Plan Safe 2.5G,2019.05.16~9999.12.31,,해당 사항 없음,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-05-16,2262-04-11,후불,39091,32220,43000
PA00000045,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜,"['T플랜', 'T플랜요금제', '가족공유혜택', '가족간데이터공유혜택요금제', '가족모아데이터혜택', '심야데이터할인', '미디엄']",매월 데이터 4GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제,PA00000045,T Plan Safe 4G,2019.05.16~9999.12.31,,해당 사항 없음,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-05-16,2262-04-11,후불,45455,37460,50000
PA00000046,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",T플랜,"['T플랜', '가족간데이터공유혜택요금제', '라지', '가족모아데이터혜택', '가족공유혜택', 'T플랜요금제', '100GB이상']",매월 데이터 100GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있는 요금제,PA00000046,T Plan Essence,2019.05.16~9999.12.31,,해당 사항 없음,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-05-16,2262-04-11,후불,62728,51730,69000
PA00000047,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",T플랜,"['데이터무제한', 'T플랜', 'Wavve', 'FLO', 'wavve할인혜택', 'FLO할인혜택', '가족', '가족간데이터공유혜택요금제', '가족공유혜택', '가족모아데이터혜택', '콘텐츠할인혜택', 'T멤버십VIP혜택', '스마트워치요금무료', '패밀리', '태블릿요금무료']","매월 데이터 150GB를 이용할 수 있으며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있고 T멤버십 VIP, 구독서비스 할인 등 혜택을 제공하는 요금제",PA00000047,T Plan Special,2019.05.16~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-05-16,2042-12-31,후불,71819,59200,79000
PA00000048,요금팀/허민호,상품 > 기본요금제 > 휴대폰 요금제,"['5G', 'LTE']",T플랜,"['T플랜', '가족모아데이터혜택', '데이터무제한', 'T멤버십VIP혜택', 'Wavve', 'FLO', 'wavve무료', 'FLO무료', '가족', '가족간데이터공유혜택요금제', '가족공유혜택', '태블릿요금무료', '스마트워치요금무료', '콘텐츠무료', '인피니티']","데이터를 무제한으로 제공하며 가족 간 데이터 공유가 가능한 T가족모아데이터를 이용할 수 있고 T멤버십 VIP, 구독서비스 무료 등 혜택을 제공하는 요금제",PA00000048,T Plan Max,2019.05.16~2042.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2019-05-16,2042-12-31,후불,90909,74975,100000
PA00000049,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5G 청소년 요금제,"['청소년5G요금제', '만18세이하', '미성년자', '미성년', '청소년', '청소년전용요금제', '중학생요금제', '고등학생요금제']",매월 데이터 9GB를 제공하는 만 18세 이하 청소년 고객이 가입 가능한 전용 요금제,PA00000049,0 teen 5G,2020.02.26~9999.12.31,,만 18세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2020-02-26,2262-04-11,후불,40909,33725,45000
PA00000050,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['5GX플랜', 'wavve2천원할인', '100GB이상']",월 110GB 데이터를 제공하면서 wavve 혜택도 제공하는 요금제,PA00000050,5GX Regular,2021.03.31~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2021-03-31,2262-04-11,후불,62728,51730,69000
PA00000051,요금팀/김혜진,상품 > 기본요금제 > 휴대폰 요금제,"['LTE', '5G']",5GX플랜,"['5GX플랜', '100GB이상', '태블릿요금50%할인', '스마트워치50%할인', 'wavve혜택']",월 250GB 데이터를 제공하면서 스마트기기 요금할인혜택도 제공하는 요금제,PA00000051,5GX Regularplus,2021.03.31~9999.12.31,,5G/LTE 휴대폰 이용 고객 가입 가능,"고객센터, 대리점, T월드 가입 가능",False,1.0,2021-03-31,2262-04-11,후불,71819,59200,79000
PA00000052,요금팀/신치헌,상품 > 기본요금제 > 휴대폰 요금제,"['3G', 'LTE', '5G']",ZEM플랜,"['미성년', '아이들', '초등학생요금제', '어린이요금제', '초딩', '초등학생', '자녀요금제', '만12세이하', '구.쿠키즈', 'ZEM', 'ZEM요금제', '우리아이요금제', 'ZEM플랜']",월 데이터 2GB를 제공하는 스마트폰을 사용하는 어린이(만 12세 이하)를 위한 전용 요금제,PA00000052,ZEM Plan Best,2021.09.02~9999.12.31,,만 12세 이하 고객 가입 가능(고객당 1번만 가입 가능),"고객센터, 대리점 가입 가능",False,1.0,2021-09-02,2262-04-11,후불,23637,19455,26000
